year,category,sub_category,winner,entity,id
1975,COSTUME DESIGN,COSTUME DESIGN,TRUE,Barry Lyndon,tt0072684
1975,COSTUME DESIGN,COSTUME DESIGN,FALSE,The Four Musketeers,
1975,COSTUME DESIGN,COSTUME DESIGN,FALSE,Funny Lady,tt0073026
1975,COSTUME DESIGN,COSTUME DESIGN,FALSE,The Magic Flute,tt0073822
1975,COSTUME DESIGN,COSTUME DESIGN,FALSE,The Man Who Would Be King,tt0073341
1975,DIRECTING,DIRECTING,FALSE,Amarcord,
1975,DIRECTING,DIRECTING,FALSE,Barry Lyndon,tt0072684
1975,DIRECTING,DIRECTING,FALSE,Dog Day Afternoon,tt0072890
1975,DIRECTING,DIRECTING,FALSE,Nashville,tt0073440
1975,DIRECTING,DIRECTING,TRUE,One Flew over the Cuckoo's Nest,
1975,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,The California Reich,tt0072757
1975,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,Fighting for Our Lives,tt0072982
1975,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,The Incredible Machine,tt0073164
1975,DOCUMENTARY,DOCUMENTARY (Feature),TRUE,The Man Who Skied down Everest,
1975,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,The Other Half of the Sky: A China Memoir,tt0073495
1975,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,Arthur and Lillie,tt0072659
1975,DOCUMENTARY,DOCUMENTARY (Short Subject),TRUE,The End of the Game,
1975,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,Millions of Years Ahead of Man,tt0073392
1975,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,Probes in Space,tt0073578
1975,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,Whistling Smith,tt0073893
1975,FILM EDITING,FILM EDITING,FALSE,Dog Day Afternoon,tt0072890
1975,FILM EDITING,FILM EDITING,TRUE,Jaws,tt0073195
1975,FILM EDITING,FILM EDITING,FALSE,The Man Who Would Be King,tt0073341
1975,FILM EDITING,FILM EDITING,FALSE,One Flew over the Cuckoo's Nest,
1975,FILM EDITING,FILM EDITING,FALSE,Three Days of the Condor,tt0073802
1975,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,TRUE,Dersu Uzala,tt0071411
1975,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,Land of Promise,
1975,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,Letters from Marusia,tt0072601
1975,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,Sandakan No. 8,
1975,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,Scent of a Woman,
1975,MUSIC,MUSIC (Original Score),FALSE,"Birds Do It, Bees Do It",
1975,MUSIC,MUSIC (Original Score),FALSE,Bite the Bullet,tt0072705
1975,MUSIC,MUSIC (Original Score),TRUE,Jaws,tt0073195
1975,MUSIC,MUSIC (Original Score),FALSE,One Flew over the Cuckoo's Nest,
1975,MUSIC,MUSIC (Original Score),FALSE,The Wind and the Lion,tt0073906
1975,MUSIC,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),TRUE,Barry Lyndon,tt0072684
1975,MUSIC,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),FALSE,Funny Lady,tt0073026
1975,MUSIC,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),FALSE,Tommy,tt0073812
1975,MUSIC,MUSIC (Original Song),FALSE,Funny Lady,tt0073026
1975,MUSIC,MUSIC (Original Song),TRUE,Nashville,tt0073440
1975,MUSIC,MUSIC (Original Song),FALSE,Whiffs,tt0073891
1975,MUSIC,MUSIC (Original Song),FALSE,The Other Side of the Mountain,tt0073496
1975,MUSIC,MUSIC (Original Song),FALSE,Mahogany,tt0073335
1975,BEST PICTURE,BEST PICTURE,FALSE,Barry Lyndon,tt0072684
1975,BEST PICTURE,BEST PICTURE,FALSE,Dog Day Afternoon,tt0072890
1975,BEST PICTURE,BEST PICTURE,FALSE,Jaws,tt0073195
1975,BEST PICTURE,BEST PICTURE,FALSE,Nashville,tt0073440
1975,BEST PICTURE,BEST PICTURE,TRUE,One Flew over the Cuckoo's Nest,
1975,SHORT FILM,SHORT FILM (Animated),TRUE,Great,
1975,SHORT FILM,SHORT FILM (Animated),FALSE,Kick Me,tt0073237
1975,SHORT FILM,SHORT FILM (Animated),FALSE,Monsieur Pointu,
1975,SHORT FILM,SHORT FILM (Animated),FALSE,Sisyphus,
1975,SHORT FILM,SHORT FILM (Live Action),TRUE,Angel and Big Joe,
1975,SHORT FILM,SHORT FILM (Live Action),FALSE,Conquest of Light,tt0072816
1975,SHORT FILM,SHORT FILM (Live Action),FALSE,Dawn Flight,
1975,SHORT FILM,SHORT FILM (Live Action),FALSE,A Day in the Life of Bonnie Consolo,tt0072847
1975,SHORT FILM,SHORT FILM (Live Action),FALSE,Doubletalk,tt0072900
1975,SOUND,SOUND,FALSE,Bite the Bullet,tt0072705
1975,SOUND,SOUND,FALSE,Funny Lady,tt0073026
1975,SOUND,SOUND,FALSE,The Hindenburg,tt0073113
1975,SOUND,SOUND,TRUE,Jaws,tt0073195
1975,SOUND,SOUND,FALSE,The Wind and the Lion,tt0073906
1975,WRITING,WRITING (Original Screenplay),FALSE,Amarcord,
1975,WRITING,WRITING (Original Screenplay),FALSE,And Now My Love,
1975,WRITING,WRITING (Original Screenplay),TRUE,Dog Day Afternoon,tt0072890
1975,WRITING,WRITING (Original Screenplay),FALSE,Lies My Father Told Me,tt0073293
1975,WRITING,WRITING (Original Screenplay),FALSE,Shampoo,tt0073692
1975,WRITING,WRITING (Screenplay Adapted from Other Material),FALSE,Barry Lyndon,tt0072684
1975,WRITING,WRITING (Screenplay Adapted from Other Material),FALSE,The Man Who Would Be King,tt0073341
1975,WRITING,WRITING (Screenplay Adapted from Other Material),TRUE,One Flew over the Cuckoo's Nest,
1975,WRITING,WRITING (Screenplay Adapted from Other Material),FALSE,Scent of a Woman,
1975,WRITING,WRITING (Screenplay Adapted from Other Material),FALSE,The Sunshine Boys,tt0073766
1975,SPECIAL ACHIEVEMENT AWARD,SPECIAL ACHIEVEMENT AWARD (Sound Effects),TRUE,The Hindenburg,tt0073113
1975,SPECIAL ACHIEVEMENT AWARD,SPECIAL ACHIEVEMENT AWARD (Visual Effects),TRUE,The Hindenburg,tt0073113
1974,ART DIRECTION,ART DIRECTION,FALSE,Chinatown,tt0071315
1974,ART DIRECTION,ART DIRECTION,FALSE,Earthquake,tt0071455
1974,ART DIRECTION,ART DIRECTION,TRUE,The Godfather Part II,
1974,ART DIRECTION,ART DIRECTION,FALSE,The Island at the Top of the World,tt0071671
1974,ART DIRECTION,ART DIRECTION,FALSE,The Towering Inferno,tt0072308
1974,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,Chinatown,tt0071315
1974,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,Earthquake,tt0071455
1974,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,Lenny,tt0071746
1974,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,Murder on the Orient Express,tt0071877
1974,CINEMATOGRAPHY,CINEMATOGRAPHY,TRUE,The Towering Inferno,tt0072308
1974,COSTUME DESIGN,COSTUME DESIGN,FALSE,Chinatown,tt0071315
1974,COSTUME DESIGN,COSTUME DESIGN,FALSE,Daisy Miller,tt0071385
1974,COSTUME DESIGN,COSTUME DESIGN,FALSE,The Godfather Part II,
1974,COSTUME DESIGN,COSTUME DESIGN,TRUE,The Great Gatsby,tt0071577
1974,COSTUME DESIGN,COSTUME DESIGN,FALSE,Murder on the Orient Express,tt0071877
1974,DIRECTING,DIRECTING,FALSE,Chinatown,tt0071315
1974,DIRECTING,DIRECTING,FALSE,Day for Night,
1974,DIRECTING,DIRECTING,TRUE,The Godfather Part II,
1974,DIRECTING,DIRECTING,FALSE,Lenny,tt0071746
1974,DIRECTING,DIRECTING,FALSE,A Woman under the Influence,
1974,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,Antonia: A Portrait of the Woman,tt0071151
1974,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,The Challenge...A Tribute to Modern Art,
1974,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,The 81st Blow,tt0071088
1974,DOCUMENTARY,DOCUMENTARY (Feature),TRUE,Hearts and Minds,tt0071604
1974,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,The Wild and the Brave,tt0072333
1974,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,City Out of Wilderness,tt0071332
1974,DOCUMENTARY,DOCUMENTARY (Short Subject),TRUE,Don't,
1974,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,Exploratorium,tt0071480
1974,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,John Muir's High Sierra,tt0071699
1974,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,Naked Yoga,tt0071893
1974,FILM EDITING,FILM EDITING,FALSE,Blazing Saddles,tt0071230
1974,FILM EDITING,FILM EDITING,FALSE,Chinatown,tt0071315
1974,FILM EDITING,FILM EDITING,FALSE,Earthquake,tt0071455
1974,FILM EDITING,FILM EDITING,FALSE,The Longest Yard,tt0071771
1974,FILM EDITING,FILM EDITING,TRUE,The Towering Inferno,tt0072308
1974,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,TRUE,Amarcord,
1974,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,Cats' Play,
1974,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,The Deluge,tt0072021
1974,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,"Lacombe, Lucien",
1974,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,The Truce,tt0072315
1974,MUSIC,MUSIC (Original Dramatic Score),FALSE,Chinatown,tt0071315
1974,MUSIC,MUSIC (Original Dramatic Score),TRUE,The Godfather Part II,
1974,MUSIC,MUSIC (Original Dramatic Score),FALSE,Murder on the Orient Express,tt0071877
1974,MUSIC,MUSIC (Original Dramatic Score),FALSE,Shanks,tt0072149
1974,MUSIC,MUSIC (Original Dramatic Score),FALSE,The Towering Inferno,tt0072308
1974,MUSIC,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),TRUE,The Great Gatsby,tt0071577
1974,MUSIC,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),FALSE,The Little Prince,tt0071762
1974,MUSIC,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),FALSE,Phantom of the Paradise,tt0071994
1974,MUSIC,MUSIC (Song),FALSE,Benji,tt0071206
1974,MUSIC,MUSIC (Song),FALSE,Blazing Saddles,tt0071230
1974,MUSIC,MUSIC (Song),FALSE,The Little Prince,tt0071762
1974,MUSIC,MUSIC (Song),TRUE,The Towering Inferno,tt0072308
1974,MUSIC,MUSIC (Song),FALSE,Gold,tt0071566
1974,BEST PICTURE,BEST PICTURE,FALSE,Chinatown,tt0071315
1974,BEST PICTURE,BEST PICTURE,FALSE,The Conversation,tt0071360
1974,BEST PICTURE,BEST PICTURE,TRUE,The Godfather Part II,
1974,BEST PICTURE,BEST PICTURE,FALSE,Lenny,tt0071746
1974,BEST PICTURE,BEST PICTURE,FALSE,The Towering Inferno,tt0072308
1974,SHORT FILM,SHORT FILM (Animated),TRUE,Closed Mondays,tt0071337
1974,SHORT FILM,SHORT FILM (Animated),FALSE,The Family That Dwelt Apart,
1974,SHORT FILM,SHORT FILM (Animated),FALSE,Hunger,tt0071636
1974,SHORT FILM,SHORT FILM (Animated),FALSE,Voyage to Next,tt0072380
1974,SHORT FILM,SHORT FILM (Animated),FALSE,Winnie the Pooh and Tigger Too,tt0072410
1974,SHORT FILM,SHORT FILM (Live Action),FALSE,Climb,tt0071335
1974,SHORT FILM,SHORT FILM (Live Action),FALSE,The Concert,tt0071355
1974,SHORT FILM,SHORT FILM (Live Action),TRUE,One-Eyed Men Are Kings,tt0071943
1974,SHORT FILM,SHORT FILM (Live Action),FALSE,Planet Ocean,tt0072001
1974,SHORT FILM,SHORT FILM (Live Action),FALSE,The Violin,tt0072370
1974,SOUND,SOUND,FALSE,Chinatown,tt0071315
1974,SOUND,SOUND,FALSE,The Conversation,tt0071360
1974,SOUND,SOUND,TRUE,Earthquake,tt0071455
1974,SOUND,SOUND,FALSE,The Towering Inferno,tt0072308
1974,SOUND,SOUND,FALSE,Young Frankenstein,tt0072431
1974,WRITING,WRITING (Original Screenplay),FALSE,Alice Doesn't Live Here Anymore,tt0071115
1974,WRITING,WRITING (Original Screenplay),TRUE,Chinatown,tt0071315
1974,WRITING,WRITING (Original Screenplay),FALSE,The Conversation,tt0071360
1974,WRITING,WRITING (Original Screenplay),FALSE,Day for Night,
1974,WRITING,WRITING (Original Screenplay),FALSE,Harry and Tonto,tt0071598
1974,WRITING,WRITING (Screenplay Adapted from Other Material),FALSE,The Apprenticeship of Duddy Kravitz,tt0071155
1974,WRITING,WRITING (Screenplay Adapted from Other Material),TRUE,The Godfather Part II,
1974,WRITING,WRITING (Screenplay Adapted from Other Material),FALSE,Lenny,tt0071746
1974,WRITING,WRITING (Screenplay Adapted from Other Material),FALSE,Murder on the Orient Express,tt0071877
1974,WRITING,WRITING (Screenplay Adapted from Other Material),FALSE,Young Frankenstein,tt0072431
1974,SPECIAL ACHIEVEMENT AWARD,SPECIAL ACHIEVEMENT AWARD (Visual Effects),TRUE,Earthquake,tt0071455
1973,ART DIRECTION,ART DIRECTION,FALSE,Brother Sun Sister Moon,
1973,ART DIRECTION,ART DIRECTION,FALSE,The Exorcist,tt0070047
1973,ART DIRECTION,ART DIRECTION,TRUE,The Sting,tt0070735
1973,ART DIRECTION,ART DIRECTION,FALSE,Tom Sawyer,tt0070814
1973,ART DIRECTION,ART DIRECTION,FALSE,The Way We Were,tt0070903
1973,CINEMATOGRAPHY,CINEMATOGRAPHY,TRUE,Cries and Whispers,
1973,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,The Exorcist,tt0070047
1973,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,Jonathan Livingston Seagull,tt0070248
1973,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,The Sting,tt0070735
1973,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,The Way We Were,tt0070903
1973,COSTUME DESIGN,COSTUME DESIGN,FALSE,Cries and Whispers,
1973,COSTUME DESIGN,COSTUME DESIGN,FALSE,Ludwig,tt0068883
1973,COSTUME DESIGN,COSTUME DESIGN,TRUE,The Sting,tt0070735
1973,COSTUME DESIGN,COSTUME DESIGN,FALSE,Tom Sawyer,tt0070814
1973,COSTUME DESIGN,COSTUME DESIGN,FALSE,The Way We Were,tt0070903
1973,DIRECTING,DIRECTING,FALSE,American Graffiti,tt0069704
1973,DIRECTING,DIRECTING,FALSE,Cries and Whispers,
1973,DIRECTING,DIRECTING,FALSE,The Exorcist,tt0070047
1973,DIRECTING,DIRECTING,FALSE,Last Tango in Paris,
1973,DIRECTING,DIRECTING,TRUE,The Sting,tt0070735
1973,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,Always a New Beginning,
1973,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,Battle of Berlin,tt0069769
1973,DOCUMENTARY,DOCUMENTARY (Feature),TRUE,The Great American Cowboy,
1973,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,Journey to the Outer Limits,tt0070249
1973,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,Walls of Fire,
1973,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,Background,tt0069757
1973,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,Children at Work (Paisti Ag Obair),
1973,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,Christo's Valley Curtain,
1973,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,Four Stones for Kanemitsu,tt0070069
1973,DOCUMENTARY,DOCUMENTARY (Short Subject),TRUE,Princeton: A Search for Answers,
1973,FILM EDITING,FILM EDITING,FALSE,American Graffiti,tt0069704
1973,FILM EDITING,FILM EDITING,FALSE,The Day of the Jackal,tt0069947
1973,FILM EDITING,FILM EDITING,FALSE,The Exorcist,tt0070047
1973,FILM EDITING,FILM EDITING,FALSE,Jonathan Livingston Seagull,tt0070248
1973,FILM EDITING,FILM EDITING,TRUE,The Sting,tt0070735
1973,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,TRUE,Day for Night,tt0070460
1973,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,The House on Chelouche Street,tt0069771
1973,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,L'Invitation,
1973,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,The Pedestrian,tt0070086
1973,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,Turkish Delight,tt0070842
1973,MUSIC,MUSIC (Original Dramatic Score),FALSE,Cinderella Liberty,tt0069883
1973,MUSIC,MUSIC (Original Dramatic Score),FALSE,The Day of the Dolphin,tt0069946
1973,MUSIC,MUSIC (Original Dramatic Score),FALSE,Papillon,tt0070511
1973,MUSIC,MUSIC (Original Dramatic Score),FALSE,A Touch of Class,tt0070819
1973,MUSIC,MUSIC (Original Dramatic Score),TRUE,The Way We Were,tt0070903
1973,MUSIC,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),FALSE,Jesus Christ Superstar,tt0070239
1973,MUSIC,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),TRUE,The Sting,tt0070735
1973,MUSIC,MUSIC (Scoring: Original Song Score and Adaptation -or- Scoring: Adaptation),FALSE,Tom Sawyer,tt0070814
1973,MUSIC,MUSIC (Song),FALSE,A Touch of Class,tt0070819
1973,MUSIC,MUSIC (Song),FALSE,Live and Let Die,tt0070328
1973,MUSIC,MUSIC (Song),FALSE,Robin Hood,tt0070608
1973,MUSIC,MUSIC (Song),FALSE,Cinderella Liberty,tt0069883
1973,MUSIC,MUSIC (Song),TRUE,The Way We Were,tt0070903
1973,BEST PICTURE,BEST PICTURE,FALSE,American Graffiti,tt0069704
1973,BEST PICTURE,BEST PICTURE,FALSE,Cries and Whispers,
1973,BEST PICTURE,BEST PICTURE,FALSE,The Exorcist,tt0070047
1973,BEST PICTURE,BEST PICTURE,TRUE,The Sting,tt0070735
1973,BEST PICTURE,BEST PICTURE,FALSE,A Touch of Class,tt0070819
1973,SHORT FILM,SHORT SUBJECT (Animated),TRUE,Frank Film,tt0070071
1973,SHORT FILM,SHORT SUBJECT (Animated),FALSE,The Legend of John Henry,
1973,SHORT FILM,SHORT SUBJECT (Animated),FALSE,Pulcinella,tt0070574
1973,SHORT FILM,SHORT SUBJECT (Live Action),TRUE,The Bolero,tt0069812
1973,SHORT FILM,SHORT SUBJECT (Live Action),FALSE,Clockmaker,
1973,SHORT FILM,SHORT SUBJECT (Live Action),FALSE,Life Times Nine,tt0070317
1973,SOUND,SOUND,FALSE,The Day of the Dolphin,tt0069946
1973,SOUND,SOUND,TRUE,The Exorcist,tt0070047
1973,SOUND,SOUND,FALSE,The Paper Chase,tt0070509
1973,SOUND,SOUND,FALSE,Paper Moon,tt0070510
1973,SOUND,SOUND,FALSE,The Sting,tt0070735
1973,WRITING,WRITING (Screenplay--based on material from another medium),TRUE,The Exorcist,tt0070047
1973,WRITING,WRITING (Screenplay--based on material from another medium),FALSE,The Last Detail,tt0070290
1973,WRITING,WRITING (Screenplay--based on material from another medium),FALSE,The Paper Chase,tt0070509
1973,WRITING,WRITING (Screenplay--based on material from another medium),FALSE,Paper Moon,tt0070510
1973,WRITING,WRITING (Screenplay--based on material from another medium),FALSE,Serpico,tt0070666
1973,WRITING,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),FALSE,American Graffiti,tt0069704
1973,WRITING,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),FALSE,Cries and Whispers,
1973,WRITING,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),FALSE,Save the Tiger,tt0070640
1973,WRITING,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),TRUE,The Sting,tt0070735
1973,WRITING,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),FALSE,A Touch of Class,tt0070819
1972,ART DIRECTION,ART DIRECTION,TRUE,Cabaret,tt0068327
1972,ART DIRECTION,ART DIRECTION,FALSE,Lady Sings the Blues,tt0068828
1972,ART DIRECTION,ART DIRECTION,FALSE,The Poseidon Adventure,tt0069113
1972,ART DIRECTION,ART DIRECTION,FALSE,Travels with My Aunt,tt0069404
1972,ART DIRECTION,ART DIRECTION,FALSE,Young Winston,tt0069528
1972,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,Butterflies Are Free,tt0068326
1972,CINEMATOGRAPHY,CINEMATOGRAPHY,TRUE,Cabaret,tt0068327
1972,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,The Poseidon Adventure,tt0069113
1972,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,1776,tt0068156
1972,CINEMATOGRAPHY,CINEMATOGRAPHY,FALSE,Travels with My Aunt,tt0069404
1972,COSTUME DESIGN,COSTUME DESIGN,FALSE,The Godfather,tt0068646
1972,COSTUME DESIGN,COSTUME DESIGN,FALSE,Lady Sings the Blues,tt0068828
1972,COSTUME DESIGN,COSTUME DESIGN,FALSE,The Poseidon Adventure,tt0069113
1972,COSTUME DESIGN,COSTUME DESIGN,TRUE,Travels with My Aunt,tt0069404
1972,COSTUME DESIGN,COSTUME DESIGN,FALSE,Young Winston,tt0069528
1972,DIRECTING,DIRECTING,TRUE,Cabaret,tt0068327
1972,DIRECTING,DIRECTING,FALSE,Deliverance,tt0068473
1972,DIRECTING,DIRECTING,FALSE,The Emigrants,
1972,DIRECTING,DIRECTING,FALSE,The Godfather,tt0068646
1972,DIRECTING,DIRECTING,FALSE,Sleuth,tt0069281
1972,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,Ape and Super-Ape,
1972,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,Malcolm X,tt0068903
1972,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,Manson,
1972,DOCUMENTARY,DOCUMENTARY (Feature),TRUE,Marjoe,tt0068924
1972,DOCUMENTARY,DOCUMENTARY (Feature),FALSE,The Silent Revolution,tt0069271
1972,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,Hundertwasser's Rainy Day,
1972,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,K-Z,tt0068790
1972,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,Selling Out,tt0069245
1972,DOCUMENTARY,DOCUMENTARY (Short Subject),TRUE,This Tiny World,tt0069373
1972,DOCUMENTARY,DOCUMENTARY (Short Subject),FALSE,The Tide of Traffic,tt0069379
1972,FILM EDITING,FILM EDITING,TRUE,Cabaret,tt0068327
1972,FILM EDITING,FILM EDITING,FALSE,Deliverance,tt0068473
1972,FILM EDITING,FILM EDITING,FALSE,The Godfather,tt0068646
1972,FILM EDITING,FILM EDITING,FALSE,The Hot Rock,tt0068718
1972,FILM EDITING,FILM EDITING,FALSE,The Poseidon Adventure,tt0069113
1972,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,The Dawns Here Are Quiet,tt0068161
1972,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,TRUE,The Discreet Charm of the Bourgeoisie,tt0068361
1972,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,I Love You Rosa,tt0068213
1972,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,My Dearest Señorita,
1972,FOREIGN LANGUAGE FILM,FOREIGN LANGUAGE FILM,FALSE,The New Land,tt0069035
1972,MUSIC,MUSIC (Original Dramatic Score),FALSE,The Godfather,tt0068646
1972,MUSIC,MUSIC (Original Dramatic Score),FALSE,images,
1972,MUSIC,MUSIC (Original Dramatic Score),TRUE,Limelight,
1972,MUSIC,MUSIC (Original Dramatic Score),FALSE,Napoleon and Samantha,tt0068990
1972,MUSIC,MUSIC (Original Dramatic Score),FALSE,The Poseidon Adventure,tt0069113
1972,MUSIC,MUSIC (Original Dramatic Score),FALSE,Sleuth,tt0069281
1972,MUSIC,MUSIC (Scoring: Adaptation and Original Song Score),TRUE,Cabaret,tt0068327
1972,MUSIC,MUSIC (Scoring: Adaptation and Original Song Score),FALSE,Lady Sings the Blues,tt0068828
1972,MUSIC,MUSIC (Scoring: Adaptation and Original Song Score),FALSE,Man of La Mancha,tt0068909
1972,MUSIC,MUSIC (Song--Original for the Picture),FALSE,Ben,tt0068264
1972,MUSIC,MUSIC (Song--Original for the Picture),FALSE,The Little Ark,tt0068864
1972,MUSIC,MUSIC (Song--Original for the Picture),FALSE,The Life and Times of Judge Roy Bean,tt0068853
1972,MUSIC,MUSIC (Song--Original for the Picture),TRUE,The Poseidon Adventure,tt0069113
1972,MUSIC,MUSIC (Song--Original for the Picture),FALSE,The Stepmother,tt0067793
1972,BEST PICTURE,BEST PICTURE,FALSE,Cabaret,tt0068327
1972,BEST PICTURE,BEST PICTURE,FALSE,Deliverance,tt0068473
1972,BEST PICTURE,BEST PICTURE,FALSE,The Emigrants,
1972,BEST PICTURE,BEST PICTURE,TRUE,The Godfather,tt0068646
1972,BEST PICTURE,BEST PICTURE,FALSE,Sounder,tt0069303
1972,SHORT FILM,SHORT SUBJECT (Animated),TRUE,A Christmas Carol,
1972,SHORT FILM,SHORT SUBJECT (Animated),FALSE,Kama Sutra Rides Again,
1972,SHORT FILM,SHORT SUBJECT (Animated),FALSE,Tup Tup,tt0069422
1972,SHORT FILM,SHORT SUBJECT (Live Action),FALSE,Frog Story,tt0068614
1972,SHORT FILM,SHORT SUBJECT (Live Action),TRUE,Norman Rockwell's World...An American Dream,
1972,SHORT FILM,SHORT SUBJECT (Live Action),FALSE,Solo,tt0069296
1972,SOUND,SOUND,FALSE,Butterflies Are Free,tt0068326
1972,SOUND,SOUND,TRUE,Cabaret,tt0068327
1972,SOUND,SOUND,FALSE,The Candidate,tt0068334
1972,SOUND,SOUND,FALSE,The Godfather,tt0068646
1972,SOUND,SOUND,FALSE,The Poseidon Adventure,tt0069113
1972,WRITING,WRITING (Screenplay--based on material from another medium),FALSE,Cabaret,tt0068327
1972,WRITING,WRITING (Screenplay--based on material from another medium),FALSE,The Emigrants,
1972,WRITING,WRITING (Screenplay--based on material from another medium),TRUE,The Godfather,tt0068646
1972,WRITING,WRITING (Screenplay--based on material from another medium),FALSE,Pete 'n' Tillie,tt0069080
1972,WRITING,WRITING (Screenplay--based on material from another medium),FALSE,Sounder,tt0069303
1972,WRITING,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),TRUE,The Candidate,tt0068334
1972,WRITING,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),FALSE,The Discreet Charm of the Bourgeoisie,tt0068361
1972,WRITING,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),FALSE,Lady Sings the Blues,tt0068828
1972,WRITING,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),FALSE,Murmur of the Heart,
1972,WRITING,WRITING (Story and Screenplay--based on factual material or material not previously published or produced),FALSE,Young Winston,tt0069528
1972,SPECIAL ACHIEVEMENT AWARD,SPECIAL ACHIEVEMENT AWARD (Visual Effects),TRUE,The Poseidon Adventure,tt0069113
1971,ART DIRECTION,ART DIRECTION,FALSE,The Andromeda Strain,tt0066769
